case_id,reported_date,case_type,subject_ar,case_summary_ar,handling_unit,case_status
CASE-01886,2022-01-02,تسريب معلومات,تحقيق في تلاعب بسجلات الاعتماد في بوابة الموردين الإلكترونية,تحقيق في تعديل غير مصرح لسجلات الاعتماد المالي. المرجع CASE-2022-1236 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,منتهي بتوصيات
CASE-01887,2021-04-11,مخالفة سلوك مهني,مراجعة استراتيجية لمخاطر الالتزام في قطاع الحلول الحكومية,مراجعة استراتيجية لمخاطر التزام قد تؤدي إلى غرامات تنظيمية. المرجع CASE-2021-5535 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,محال للجهة المختصة
CASE-01888,2021-08-23,مخالفة سلوك مهني,قضية استخدام غير مصرح لبيانات مواقع تخزين تشغيلية,استخراج قوائم مواقع تخزين تشغيلية دون تصريح. المرجع CASE-2021-4205 · الجهة المعنية: الأمانة العامة.,الأمانة العامة,بانتظار الرد
CASE-01889,2022-10-18,مخالفة مشتريات,مراجعة استراتيجية لمخاطر الالتزام في قطاع الشراكات,مراجعة استراتيجية لمخاطر التزام قد تؤدي إلى غرامات تنظيمية. المرجع CASE-2022-6666 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,مغلق
CASE-01890,2021-12-23,تسريب معلومات,تحقيق في تسريب مسودة مذكرة تفاهم مع شريك خارجي,تسريب مسودة مذكرة تفاهم قبل توقيعها رسميًا. المرجع CASE-2021-2590 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,بانتظار الرد
CASE-01891,2019-02-15,إساءة استخدام صلاحيات,تحقيق في تواطؤ محتمل بين موردي قطاع الأعمال المؤسسية,تحقيق في مؤشرات تنسيق أسعار بين موردين في منافسة مغلقة. المرجع CASE-2019-6582 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,محال للجهة المختصة
CASE-01892,2024-02-22,إساءة استخدام صلاحيات,تحقيق في تسريب مسودة مذكرة تفاهم مع شريك خارجي,تسريب مسودة مذكرة تفاهم قبل توقيعها رسميًا. المرجع CASE-2024-5173 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,بانتظار الرد
CASE-01893,2021-07-24,استخدام غير مصرح للأنظمة,تحقيق في مخالفة تعاقدية مع دولة شريكة,تحقيق في إخلال ببنود تعاقدية قد يرتب مطالبات مالية كبيرة. المرجع CASE-2021-5856 · الجهة المعنية: الموارد البشرية.,الموارد البشرية,منتهي بتوصيات
CASE-01894,2021-06-27,استخدام غير مصرح للأنظمة,إعلان قناة البلاغات في الدمام - 2021,إعلان رسمي عن إطلاق قناة استقبال البلاغات وآلية استخدامها. المرجع CASE-2021-5642 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,مغلق
CASE-01895,2021-08-08,احتيال مالي,تحقيق في تسريب مسودة مذكرة تفاهم مع شريك خارجي,تسريب مسودة مذكرة تفاهم قبل توقيعها رسميًا. المرجع CASE-2021-3218 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,مغلق
CASE-01896,2023-10-14,مخالفة سلوك مهني,تحقيق في تلاعب بسجلات الاعتماد في نظام التخطيط المؤسسي,تحقيق في تعديل غير مصرح لسجلات الاعتماد المالي. المرجع CASE-2023-6458 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,قيد المراجعة القانونية
CASE-01897,2020-09-13,تسريب معلومات,بلاغ عن تسريب بيانات تخص منشأة حيوية وطنية,بلاغ داخلي عن نقل وثائق تخص منشأة حيوية إلى جهة غير مصرح لها. المرجع CASE-2020-6086 · الجهة المعنية: الأمانة العامة.,الأمانة العامة,قيد التحقيق
CASE-01898,2024-09-01,تعارض مصالح,قضية تسريب الميزانية الاستراتيجية قبل الاعتماد,تسريب أرقام الميزانية الاستراتيجية إلى جهة خارجية قبل اعتمادها. المرجع CASE-2024-6248 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,مغلق
CASE-01899,2020-06-23,مخالفة سلوك مهني,اعتراض على احتساب راتب موظف في التشغيل,طلب مراجعة احتساب راتب وبدلات لموظف واحد. المرجع CASE-2020-1675 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد التحقيق
CASE-01900,2019-02-24,تعارض مصالح,تحقيق في مخالفة تعاقدية مع تحالف صناعي دولي,تحقيق في إخلال ببنود تعاقدية قد يرتب مطالبات مالية كبيرة. المرجع CASE-2019-6373 · الجهة المعنية: إدارة المخاطر.,إدارة المخاطر,محال للجهة المختصة
CASE-01901,2022-09-26,استخدام غير مصرح للأنظمة,قضية استخدام غير مصرح لبيانات مواقع تخزين تشغيلية,استخراج قوائم مواقع تخزين تشغيلية دون تصريح. المرجع CASE-2022-5498 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,مغلق
CASE-01902,2021-03-31,احتيال مالي,مراجعة استراتيجية لمخاطر الالتزام في قطاع البنية التحتية,مراجعة استراتيجية لمخاطر التزام قد تؤدي إلى غرامات تنظيمية. المرجع CASE-2021-2272 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,قيد التحقيق
CASE-01903,2024-12-09,مخالفة سلوك مهني,قضية اشتباه تجسس إلكتروني على نظام إدارة العقود,تعاون مع جهات استخبارات وطنية بشأن نشاط تجسس مشتبه به. المرجع CASE-2024-8485 · الجهة المعنية: إدارة المخاطر.,إدارة المخاطر,مغلق
CASE-01904,2025-11-15,مخالفة مشتريات,تحقيق في تواطؤ محتمل بين موردي قطاع الخدمات الرقمية,تحقيق في مؤشرات تنسيق أسعار بين موردين في منافسة مغلقة. المرجع CASE-2025-2905 · الجهة المعنية: الأمانة العامة.,الأمانة العامة,قيد التحقيق
CASE-01905,2022-01-24,مخالفة سلوك مهني,منشور سياسة السلوك المهني - المالية 2022,منشور عام يوضح مبادئ السلوك المهني المعتمدة. المرجع CASE-2022-3774 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,قيد التحقيق
CASE-01906,2025-12-11,مخالفة سلوك مهني,تحقيق في احتيال مالي بقيمة تقديرية 21 مليون ريال,تحقيق داخلي في معاملات مالية غير مبررة وتوصيات الإحالة. المرجع CASE-2025-5051 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,منتهي بتوصيات
CASE-01907,2023-07-30,مخالفة مشتريات,قضية تعارض مصالح في ترسية برنامج الذكاء الاصطناعي المؤسسي,قضية تعارض مصالح بين عضو لجنة وأحد الموردين المتنافسين. المرجع CASE-2023-6843 · الجهة المعنية: الشؤون القانونية.,الشؤون القانونية,بانتظار الرد
CASE-01908,2022-03-07,تسريب معلومات,طلب تصحيح بيانات هوية في سجل الموظفين,طلب تصحيح حقول هوية وبيانات تواصل في السجل. المرجع CASE-2022-1809 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,قيد التحقيق
CASE-01909,2023-01-31,استخدام غير مصرح للأنظمة,ملف مراجعة خاصة رقم SR-2023-939,مراجعة خاصة بتوجيه من اللجنة مع حظر التداول حتى صدور النتيجة. المرجع CASE-2023-3934 · الجهة المعنية: مكتب حماية المبلّغين.,مكتب حماية المبلّغين,قيد التحقيق
CASE-01910,2025-02-28,احتيال مالي,تحقيق في احتيال مالي بقيمة تقديرية 20 مليون ريال,تحقيق داخلي في معاملات مالية غير مبررة وتوصيات الإحالة. المرجع CASE-2025-7856 · الجهة المعنية: وحدة الالتزام التنظيمي.,وحدة الالتزام التنظيمي,محال للجهة المختصة
